No,Time [frame],xg [px],yg [px],sigma x [px],sigma y [px],Imax [a.u.],Iback [a.u.],a [a.u./px],b[a.u./px],Raw Intensity[au],Average Intensity[au/px^2],Model 1,Model 2,Model 3,Model 4,Model 5,Label
3,38,58.1402,102.761,2.46892,2.07069,491.734,126.108,-3.09591,-0.6539,15508.4,218.302,1,2,2,3,4,0
3,39,58.416,102.044,2.30902,1.56832,533.686,136.326,-2.05065,-0.793337,12021.2,200.101,1,2,2,3,4,0
3,40,58.1536,101.731,2.45707,1.83248,564.181,112.946,-3.90659,-5.48054,15719,202.805,1,2,2,3,4,0
3,41,57.7069,102.046,2.65138,2.19126,563.692,88.3426,-3.60723,-3.0436,19974.8,207.621,1,2,2,3,4,0
3,42,56.6443,102.344,2.32415,2.41774,627.755,105.113,-4.19353,-0.865061,21646.7,237.805,1,2,2,3,4,0
3,43,55.5722,102.009,2.0621,2.3302,732.742,154.682,-7.78859,2.17514,21825.5,282.621,1,2,2,3,4,0
3,44,54.7862,101.875,1.87753,2.20185,669.164,185.211,-10.6756,2.97035,16414.7,281.663,1,2,2,3,4,0
3,45,54.426,102.196,1.96092,2.04173,716.865,184.191,-8.42646,2.15506,17287.5,276.645,1,2,2,3,4,0
3,46,53.6556,102.366,1.96987,1.9582,643.732,170.407,-17.0219,0.593297,16894.8,264.929,1,2,3,4,5,0
3,47,50.1933,102.666,2.52033,3.06582,517.45,79.0987,-1.71904,-7.17923,24202.5,227.568,1,2,3,4,5,0
3,48,50.3278,99.9806,2.64761,2.94364,468.654,68.6146,-0.602819,1.98591,21497.5,203.373,1,2,3,4,5,0
3,49,52.1855,99.8293,2.54108,2.38595,586.273,79.7693,-3.31139,-4.68723,22588.9,213.349,1,2,3,4,5,0
3,50,53.0774,99.3256,2.27276,2.63864,634.357,76.2829,-5.22404,-2.89423,23821.3,223.308,1,2,3,4,5,0
3,51,52.1155,96.82,1.53363,1.94309,547.78,128.99,0.192852,1.0128,10236.5,189.254,1,2,3,4,5,0
3,52,50.5285,95.3378,1.6815,1.9767,397.303,103.591,3.81588,1.52392,8095.97,151.13,1,2,3,4,5,0
3,53,50.2803,95.4125,1.79776,2.0175,360.847,102.403,1.77451,-0.22979,8189.92,150.136,1,2,3,4,5,0
3,54,51.4874,95.5104,2.00691,2.32385,367.87,88.731,-0.177211,1.68749,10627.3,155.45,1,2,3,4,5,0
3,55,53.3244,93.9675,2.48003,2.61042,352.547,91.7994,-2.98248,-2.65271,13822,181.675,1,2,3,4,5,0
3,56,54.2905,93.2768,1.99777,2.59473,440.321,113.465,1.85671,-1.22456,14007,194.604,1,2,3,4,5,0
3,57,55.6233,93.6478,2.51548,2.68618,560.904,89.4575,0.702507,1.78029,22788.7,231.556,1,2,3,4,5,0
3,58,53.9586,92.0525,2.29454,2.14003,270.555,121.807,1.84477,2.22347,8238.53,171.55,1,2,3,4,5,0
3,59,52.0774,92.163,1.85168,2.25723,413.606,91.5519,-4.62637,-0.55203,10769,157.473,1,2,3,4,5,0
3,60,50.9117,91.8876,1.87616,2.1936,328.978,78.5224,-5.40154,0.661297,8446.78,130.077,1,2,3,4,5,0
3,61,50.26,90.7763,2.64391,1.77392,248.236,83.0097,-5.06579,1.59998,7141.44,125.03,1,2,3,4,5,0
3,62,47.9821,91.5764,2.19965,2.30935,221.813,69.7765,-1.81056,2.32205,6967.2,110.491,1,2,3,4,5,0
3,63,46.5834,91.4956,1.28478,1.80691,290.67,79.2967,-4.08213,5.3068,4234.9,103.899,,,,,,0
4,1,90.6453,127.255,2.12974,2.07737,775.409,88.7875,0.476875,-7.49077,21976.7,218.757,1,2,2,3,4,0
4,2,90.4488,126.42,1.92788,1.51418,665.773,130.601,-2.5028,-3.26183,12184.3,194.817,1,2,2,3,4,0
4,3,90.8237,126.152,1.65605,1.55295,721.185,128.711,-6.61925,-7.76872,11655.6,192.036,1,2,3,4,5,0
4,4,91.5419,127.279,1.98082,2.00989,582.177,110.324,-3.87221,-7.75954,14310.7,194.095,1,2,3,4,5,0
4,5,91.1719,129.029,2.10141,2.35042,698.622,93.6973,-8.4579,-6.6183,21263.7,216.615,1,2,3,4,5,0
4,6,92.4956,128.957,2.19435,2.56786,360.696,83.5811,-4.41763,-6.26759,12439.6,162.716,1,2,3,4,5,0
4,7,93.0316,126.921,1.75737,2.39538,441.961,103.076,-4.11661,-4.49061,11547.1,172.29,1,2,3,4,5,0
4,8,90.0651,126.486,1.91277,2.28408,516.814,89.3917,1.12425,-3.63776,14029.6,169.55,1,2,3,4,5,0
4,9,89.1225,123.888,1.96452,2.10211,484.472,83.5483,-0.131617,-4.02987,12616.7,155.42,1,2,3,4,5,0
4,10,88.18,121.29,2.01628,1.92015,452.13,77.705,-1.38748,-4.42199,11203.7,141.29,1,2,3,4,5,0
4,11,89.5427,123.11,2.08481,2.25829,375.19,70.5373,0.508036,-0.122185,10966.2,134.852,1,2,3,4,5,0
4,12,90.1195,123.232,1.84131,2.1988,298.7,86.3221,0.657838,1.73727,7544.08,126.982,1,2,3,4,5,0
